genre,hex_colour,x,y,r,g,b
italian classical guitar,#32acd7,929,2083,50,172,215
early reggae,#848d32,1165,10579,132,141,50
melodipop,#9d880f,815,13102,157,136,15
swiss contemporary classical,#21967c,365,1190,33,150,124
belo horizonte indie,#858f1b,721,10095,133,143,27
classic russian rock,#987d16,705,10486,152,125,22
indie catala,#94891d,655,10572,148,137,29
hungarian folk,#7c8f22,793,8175,124,143,34
channel islands indie,#968b25,559,9912,150,139,37
czech rock,#9e800c,571,9711,158,128,12
kawaii edm,#d37c4b,633,17492,211,124,75
northamptonshire indie,#aa8245,423,14398,170,130,69
canadian children's music,#6b8f08,1043,8076,107,143,8
ecuadorian alternative rock,#b7752d,515,12440,183,117,45
dutch indie,#938821,543,10305,147,136,33
japanese jazz fusion,#9f878f,724,10883,159,135,143
futurepop,#cc775a,680,18263,204,119,90
tape club,#9a833b,482,9820,154,131,59
welsh hip hop,#b08033,955,13815,176,128,51
russian indie rock,#b4802c,557,14582,180,128,44
viking folk,#759163,434,8716,117,145,99
scottish indie,#a47e38,391,12000,164,126,56
scandinavian r&b,#908f0e,899,13853,144,143,14
chinese drama ost,#7c9831,495,8630,124,152,49
rap uruguayo,#aa8714,1058,13571,170,135,20
bornesange,#7f8e0b,1093,10170,127,142,11
brazilian techno,#b796d2,1312,19211,183,150,210
boy soprano,#1cac3a,261,591,28,172,58
emoviolence,#d24984,155,9439,210,73,132
flamenco fusion,#b87c0a,959,11850,184,124,10
chaabi algerien,#888825,731,4080,136,136,37
action rock,#e25121,190,12723,226,81,33
hard alternative,#d36a0e,263,15787,211,106,14
south carolina metal,#d64989,157,10749,214,73,137
metallic hardcore,#e74e3a,258,11216,231,78,58
black metal argentino,#cd5380,132,11902,205,83,128
progressive death metal,#cf606f,192,10712,207,96,111
musica jibara,#818f11,1014,7164,129,143,17
welsh choir,#34842e,157,628,52,132,46
sheilat,#9b8500,826,7991,155,133,0
hard minimal techno,#b88dc5,1479,19122,184,141,197
swedish hardcore,#e53c4d,163,10418,229,60,77
romanian metal,#d05d54,186,12406,208,93,84
finnish classical,#1c9d98,193,579,28,157,152
orthodox chant,#2ca03c,154,469,44,160,60
white noise,#5e00c8,0,4498,94,0,200
neo classical metal,#d06038,241,13944,208,96,56
barrelhouse piano,#4f915c,1080,1931,79,145,92
anthem emo,#cb690f,292,15191,203,105,15
grunge revival,#c46b2d,261,13720,196,107,45
cifteli,#ac8004,774,8003,172,128,4
austrian black metal,#d94181,99,11595,217,65,129
brooklyn drill,#9e8e05,1131,13124,158,142,5
brazilian punk rock,#e45519,316,12588,228,85,25
birdsong,#a800a9,204,4510,168,0,169
portuguese experimental,#6d81a3,520,6595,109,129,163
australian ambient,#5592c6,367,6723,85,146,198
halloween,#686d87,399,8655,104,109,135
disney svenska,#748602,880,6892,116,134,2
contrabass,#22a2bd,347,1527,34,162,189
geek folk,#6c9112,788,6288,108,145,18
german classical piano,#21a1c8,636,812,33,161,200
trad quebecois,#a08522,828,8536,160,133,34
cardiff indie,#99863c,465,9238,153,134,60
japanese prog,#a6706c,407,8433,166,112,108
euskal rock,#ad7c12,529,11718,173,124,18
bolero mexicano,#5a960c,868,3777,90,150,12
korean indie folk,#58a32a,739,6534,88,163,42
bush ballad,#629608,937,6190,98,150,8
gaita,#8e8d61,267,9226,142,141,97
icelandic folk,#659a28,664,6892,101,154,40
polish pop,#a5860c,680,13510,165,134,12
eastern bloc groove,#87843f,627,6867,135,132,63
arkansas country,#708707,943,5656,112,135,7
slc indie,#a48135,446,12294,164,129,53
dundee indie,#ae762e,395,10831,174,118,46
pop paraguayo,#ac8c05,933,14951,172,140,5
gothic post-punk,#b1775c,444,14203,177,119,92
luxembourgian indie,#a1863c,465,13274,161,134,60
pinoy idol pop,#a48c1f,853,15546,164,140,31
edinburgh indie,#a28237,421,11839,162,130,55
tulum,#a67c44,413,7571,166,124,68
northern soul,#957b0a,760,8450,149,123,10
german boom bap,#9b7f2f,1126,11516,155,127,47
chinderlieder,#6c8c09,1113,7662,108,140,9
musica eletronica gospel,#c28634,758,17264,194,134,52
classic hardstyle,#e56447,610,17593,229,100,71
deep christian rock,#8e8212,569,11252,142,130,18
cowboy western,#5b8f0f,860,4700,91,143,15
electric bass,#648e73,821,5716,100,142,115
baroque pop,#898723,547,8090,137,135,35
psychedelic blues-rock,#ab7132,484,7906,171,113,50
experimental folk,#5d9872,363,5945,93,152,114
yoik,#529929,515,5795,82,153,41
uk beatdown,#da5733,330,10332,218,87,51
swiss hip hop,#ac810f,995,12201,172,129,15
hong kong indie,#8f891d,566,11055,143,137,29
modern blues rock,#b37424,508,9485,179,116,36
rock cristiano,#ae800d,480,14595,174,128,13
ukrainian pop,#b98208,777,15925,185,130,8
italian classical piano,#21a5d7,579,945,33,165,215
gulf hip hop,#988717,935,11888,152,135,23
triangle indie,#a77935,407,9410,167,121,53
protopunk,#af6b27,493,8458,175,107,39
athens indie,#aa7c34,411,9997,170,124,52
yugoslav rock,#a77f0c,607,11521,167,127,12
noel quebecois,#789108,517,6498,120,145,8
rock nacional brasileiro,#b7790b,694,13313,183,121,11
mariachi cristiano,#7e991f,774,9187,126,153,31
baton rouge indie,#9b8226,459,9624,155,130,38
papuri,#799410,471,8471,121,148,16
nu-cumbia,#ac8e3f,1060,15264,172,142,63
karadeniz turkuleri,#99840d,713,8562,153,132,13
chinese metal,#c66b5e,295,15153,198,107,94
latin funk,#ad7d27,972,13803,173,125,39
afro-funk,#ba7b36,1033,11578,186,123,54
glass,#1db384,314,2260,29,179,132
dreamgaze,#ab7c88,190,13375,171,124,136
piratenmuziek,#9b860b,746,11521,155,134,11
portuguese contemporary classical,#299f80,407,1476,41,159,128
british folk,#579a1e,779,5333,87,154,30
disney dansk,#649407,670,6041,100,148,7
vocal ensemble,#23a518,228,1043,35,165,24
german dance,#ca7f2b,917,17931,202,127,43
latin worship,#9c8a12,495,12184,156,138,18
japanese dance pop,#c38029,806,16923,195,128,41
aarhus indie,#99843d,454,8568,153,132,61
sonora indie,#c66d2f,421,13225,198,109,47
polish indie rock,#b07d33,421,14005,176,125,51
chamber pop,#6e9539,478,7215,110,149,57
irish trap,#8e970f,992,14232,142,151,15
tamil hip hop,#ac8615,919,13996,172,134,21
panamanian indie,#a38721,607,12687,163,135,33
pub rock,#b66b19,508,10379,182,107,25
russian alternative rock,#b37524,480,12895,179,117,36
japanese trap,#b08e09,980,15583,176,142,9
auckland indie,#a2822d,457,12526,162,130,45
dutch indie rock,#a68031,419,11976,166,128,49
atmospheric post-rock,#8991bb,278,9427,137,145,187
grunneger muziek,#81900c,731,9723,129,144,12
australian underground hip hop,#b47d10,1011,12300,180,125,16
neofolk,#7e8665,332,9214,126,134,101
russian ccm,#988b0a,391,12319,152,139,10
classic luk thung,#719904,584,6806,113,153,4
viral trap,#a18f1a,1054,15179,161,143,26
russian drill,#a39409,1106,15686,163,148,9
tone,#27abd8,123,3094,39,171,216
soulful house,#b98470,1251,18794,185,132,112
south african house,#a39276,1251,18422,163,146,118
chinese electronic,#a48b97,889,16076,164,139,151
bosnian electronic,#c68acb,1248,18882,198,138,203
experimental ambient,#5396bf,293,6077,83,150,191
korean metal,#c1674e,411,13968,193,103,78
singaporean electronic,#bf8a8a,986,17893,191,138,138
swazi traditional,#428627,1022,2539,66,134,39
japanese electronic,#a88cbb,1131,17808,168,140,187
classical baritone,#34911e,421,812,52,145,30
italian renaissance,#1fa64e,234,517,31,166,78
belgian contemporary classical,#339ea2,415,1656,51,158,162
russian modern jazz,#6193a5,566,5180,97,147,165
michigan indie,#898720,571,8163,137,135,32
bangalore indie,#938e3a,646,11312,147,142,58
indie curitibano,#8f8f18,729,11105,143,143,24
francoton,#af8405,849,12389,175,132,5
nova musica amazonense,#a7841c,536,12012,167,132,28
underground power pop,#af7912,442,12037,175,121,18
socal indie,#a6793a,415,9734,166,121,58
norrbotten indie,#8e8827,434,8200,142,136,39
ryukyu ongaku,#779617,703,8437,119,150,23
australian alternative rock,#b1771d,442,10982,177,119,29
classic nz pop,#918418,686,10206,145,132,24
italian adult pop,#8f8b08,633,8991,143,139,8
german alternative rock,#c67016,431,15393,198,112,22
australian pop,#a7860f,643,13585,167,134,15
indie triste,#53a115,774,5869,83,161,21
jazz pop,#569b16,815,5642,86,155,22
fo jing,#53a83c,371,6752,83,168,60
modern psychedelic folk,#6f9365,389,6944,111,147,101
school choir,#4f911b,405,4535,79,145,27
rap baixada fluminense,#948d12,1013,9835,148,141,18
canadian contemporary r&b,#7d9825,808,9984,125,152,37
zillertal,#b8831b,826,12980,184,131,27
deep northern soul,#938022,751,9451,147,128,34
retro soul,#a18215,834,11484,161,130,21
thai teen pop,#a38d09,841,15254,163,141,9
western saharan folk,#898d2e,872,7188,137,141,46
rap ecuatoriano,#b08407,1118,14369,176,132,7
golden age hip hop,#b06b0e,1197,16013,176,107,14
hyphy,#ab8003,1098,13790,171,128,3
beat poetry,#477b16,1013,3233,71,123,22
bard,#5d910e,889,4687,93,145,14
big band,#538869,917,2664,83,136,105
brazilian jazz,#5b9950,853,4586,91,153,80
german renaissance,#1da458,245,824,29,164,88
cimbalova muzika,#48a610,508,2311,72,166,16
norske viser,#5f9a0f,751,6263,95,154,15
scottish jazz,#54947a,821,4017,84,148,122
indie hidalguense,#88911a,667,11080,136,145,26
uwielbienie,#6b9418,480,7189,107,148,24
euskal musica,#829112,543,8102,130,145,18
hungarian indie,#b1812f,480,13387,177,129,47
kleinkunst,#7a9310,772,9174,122,147,16
finlandssvenska musik,#918f0b,610,10810,145,143,11
turkish modern jazz,#739156,719,6546,115,145,86
omaha indie,#998023,476,9054,153,128,35
funk evangelico,#b58206,1061,14791,181,130,6
beach music,#92810e,744,9473,146,129,14
indie poptimism,#a88a15,643,15268,168,138,21
australian alternative pop,#918f18,674,13151,145,143,24
gothic americana,#928226,506,7979,146,130,38
classic uk pop,#898414,650,8360,137,132,20
german viral rap,#91900c,1126,12620,145,144,12
seattle hip hop,#a5821d,957,12024,165,130,29
mexican rock-and-roll,#838e0d,748,7017,131,142,13
musica triste brasileira,#789b11,891,9377,120,155,17
volksmusik,#9e870c,650,10417,158,135,12
minnesota hip hop,#a88412,1005,11913,168,132,18
bohemian baroque,#24a866,336,1607,36,168,102
australian trap,#aa8804,1035,12774,170,136,4
arab pop,#a78009,748,11975,167,128,9
indonesian neo-psychedelia,#a58045,353,10663,165,128,69
afrofuturismo brasileiro,#b28225,1039,14332,178,130,37
corridos cristianos,#a18c0f,976,9677,161,140,15
alberta hip hop,#979007,1076,13185,151,144,7
east coast hip hop,#b4700e,1107,12962,180,112,14
gypsy jazz,#598fa2,1117,3259,89,143,162
tango,#4f944e,923,1957,79,148,78
rock nacional,#89891f,711,8600,137,137,31
bandoneon,#50996d,633,2209,80,153,109
newcastle indie,#a67d2c,379,10515,166,125,44
vocal trance,#c78047,581,17656,199,128,71
zikir,#4fa302,613,4358,79,163,2
velha guarda,#738e21,821,5272,115,142,33
korean worship,#6e9a2e,450,7658,110,154,46
danish jazz,#4c9886,736,4296,76,152,134
cuban alternative,#9c861a,1001,9364,156,134,26
franco-flemish school,#23a64e,152,615,35,166,78
nordnorsk musikk,#749411,667,9015,116,148,17
singaporean indie,#99843a,411,9446,153,132,58
indie electropop,#909413,729,13273,144,148,19
oakland indie,#a28040,457,10749,162,128,64
british blues,#a27725,576,8568,162,119,37
rosary,#44a328,322,4181,68,163,40
brazilian boogie,#9c843b,905,10343,156,132,59
mumbai indie,#878f2d,557,10749,135,143,45
australian rock,#ab7b11,574,11030,171,123,17
avant-garde metal,#bf5d6f,226,10231,191,93,111
dark psytrance,#e273b0,870,18705,226,115,176
poznan indie,#b4792f,465,13078,180,121,47
russian reggae,#ac830c,970,12861,172,131,12
canterbury scene,#7c8649,448,7018,124,134,73
ostrock,#978410,660,10871,151,132,16
power pop,#b27219,461,10305,178,114,25
manila sound,#7a9117,610,7619,122,145,23
russian pop,#b88208,843,16139,184,130,8
el paso indie,#b77546,355,11228,183,117,70
pornogrind,#dc417f,260,11179,220,65,127
classic hungarian rock,#a97615,517,10523,169,118,21
russian shoegaze,#b07a87,248,12552,176,122,135
ragga jungle,#d38142,1080,17492,211,129,66
malawian folk,#729011,980,6473,114,144,17
palm desert scene,#b86f50,357,9875,184,111,80
serbian hip hop,#bb7d16,1063,13728,187,125,22
singaporean hip hop,#948f09,1045,12799,148,143,9
chinese post-rock,#7d949a,367,9385,125,148,154
garage pop,#cf5752,297,10010,207,87,82
bisaya rap,#8c951e,1078,11371,140,149,30
neue deutsche todeskunst,#b27b40,427,15925,178,123,64
oldschool deutschrap,#b07711,1061,12064,176,119,17
musica indigena brasileira,#718d0e,882,7943,113,141,14
underground boom bap,#b57717,951,9664,181,119,23
rap,#ab8105,1085,14411,171,129,5
latin house,#ce7d7d,1263,18960,206,125,125
deep minimal techno,#bd8dce,1378,19388,189,141,206
huayno,#9c8e0f,966,7176,156,142,15
environmental,#b300c6,52,4573,179,0,198
modern salsa,#c88502,1014,9565,200,133,2
cumbia uruguaya,#a58e04,986,9027,165,142,4
british country,#859305,559,10144,133,147,5
brutal deathcore,#e6455f,201,13732,230,69,95
swedish metal,#d9515e,157,12955,217,81,94
swedish pop punk,#e64c1d,237,10896,230,76,29
belgian stoner rock,#c76458,193,11999,199,100,88
fuji,#ce690f,1104,9141,206,105,15
italian black metal,#d14e7b,99,11866,209,78,123
british black metal,#d44373,95,11277,212,67,115
folclore navarra,#52961a,808,3032,82,150,26
technical thrash,#df4766,215,11472,223,71,102
punk urbano,#db6409,403,14926,219,100,9
rumba congolaise,#b2810b,943,8027,178,129,11
taarab,#988516,566,7351,152,133,22
portland metal,#d54e7b,134,10121,213,78,123
orgcore,#e05319,278,12281,224,83,25
power-pop punk,#e1531c,295,13587,225,83,28
instrumental death metal,#d15acd,202,14039,209,90,205
montana metal,#d6574e,226,12735,214,87,78
norteno-sax,#c18e05,907,11459,193,142,5
metal gotico,#c07429,269,13151,192,116,41
ukrainian metal,#d05e69,164,13513,208,94,105
russian metal,#cf6930,250,14166,207,105,48
cante flamenco,#59941d,847,2260,89,148,29
italian modern prog,#818f54,250,9202,129,143,84
mezmur,#859403,729,9912,133,148,3
modern enka,#839920,399,8556,131,153,32
manitoba country,#978d05,545,12401,151,141,5
gothic symphonic metal,#c27329,226,14301,194,115,41
modern hard rock,#d06614,290,13833,208,102,20
chilean black metal,#cc477e,97,9754,204,71,126
lowercase,#5471a5,328,5933,84,113,165
indonesian experimental,#8880a6,359,7140,136,128,166
bass music,#a98a9b,935,16316,169,138,155
ambient fusion,#988c8d,895,15634,152,140,141
guidance,#48691d,1162,5900,72,105,29
norwegian house,#a393a0,1124,18090,163,147,160
polish free jazz,#4f919b,564,3575,79,145,155
jazz rock,#977242,543,6928,151,114,66
malagasy pop,#a08808,923,11447,160,136,8
paraguayan indie,#a38421,660,12980,163,132,33
nepali indie,#8e8d17,731,11679,142,141,23
springfield mo indie,#8c8829,529,9562,140,136,41
classic greek pop,#789115,736,5979,120,145,21
musica cearense,#888f19,783,9781,136,143,25
classic japanese jazz,#678f88,777,5419,103,143,136
belgian blues,#957d19,734,10107,149,125,25
polish alternative rock,#b5791e,476,13697,181,121,30
barbadian pop,#bb850c,951,16835,187,133,12
kenyan pop,#ad8615,993,13321,173,134,21
garage rock revival,#c96621,353,12074,201,102,33
grime,#be7d13,990,13791,190,125,19
australian r&b,#9a8812,843,13940,154,136,18
chechen pop,#c8790c,885,14508,200,121,12
rock gaucho,#b37c0c,536,12858,179,124,12
australian indie rock,#ae802b,425,13016,174,128,43
new orleans funk,#9c7929,1018,8725,156,121,41
classic j-pop,#ba7b1a,559,15647,186,123,26
hakkapop,#78920c,716,10474,120,146,12
atmospheric post-metal,#a874a1,201,9662,168,116,161
lebanese pop,#9e820b,708,9949,158,130,11
rock alternatif francais,#bd703a,336,12393,189,112,58
instrumental post-rock,#8790c5,237,9998,135,144,197
estonian hip hop,#ab871b,980,14045,171,135,27
batida,#c17d51,1225,17365,193,125,81
hungarian choir,#299233,224,1173,41,146,51
phleng phuea chiwit,#878f09,772,10749,135,143,9
south african hip hop,#a78509,1037,11726,167,133,9
hip hop boliviano,#948f10,1045,13397,148,143,16
kentucky hip hop,#92930e,1084,13409,146,147,14
piano cover,#25b0e8,797,2943,37,176,232
german contemporary classical,#1e9067,363,1515,30,144,103
dutch cabaret,#767405,909,5321,118,116,5
kindermusik,#798210,1122,8625,121,130,16
skansk musik,#ad7f07,748,12797,173,127,7
russian romanticism,#249cb4,324,615,36,156,180
new age piano,#2eacd0,639,2235,46,172,208
atlanta indie,#ac7a3d,415,10919,172,122,61
indie fuzzpop,#a3852f,461,11988,163,133,47
christian music,#99890f,395,12858,153,137,15
japanese folk,#679612,574,6461,103,150,18
middle east hip hop,#a38412,913,12250,163,132,18
j-punk,#e25027,309,13661,226,80,39
zambian pop,#af8806,945,13173,175,136,6
irish indie rock,#aa7e2f,377,13188,170,126,47
blues-rock guitar,#a28115,838,9811,162,129,21
greek trap,#a59104,1013,14070,165,145,4
jazz cubano,#868470,961,5091,134,132,112
nz christian,#888d0a,434,9674,136,141,10
chinese electropop,#a48f13,774,14964,164,143,19
german alternative rap,#aa8312,1041,10881,170,131,18
rap cristao,#a98505,1050,12658,169,133,5
japanese indie rock,#c3721e,361,14989,195,114,30
argentine indie rock,#b17e34,369,12270,177,126,52
canadian hip hop,#9f8c07,1024,12363,159,140,7
canadian underground hip hop,#ad8508,1005,11789,173,133,8
rap underground colombiano,#988425,1058,9896,152,132,37
texas latin rap,#a68605,1065,15722,166,134,5
myanmar hip hop,#b58804,1045,15166,181,136,4
bounce,#b57e0c,1149,16000,181,126,12
french opera,#2c9859,361,1141,44,152,89
mountain dulcimer,#42a83b,851,3562,66,168,59
spiritual jazz,#6e8360,683,4813,110,131,96
jazz venezolano,#83892b,913,6251,131,137,43
neo kyma,#699826,610,5294,105,152,38
swiss indie folk,#6f8f23,576,7215,111,143,35
east anglia indie,#a97f18,405,11939,169,127,24
chanson paillarde,#8c8004,1020,8304,140,128,4
noisecore,#d61a92,181,9649,214,26,146
british indie rock,#c67114,397,13486,198,113,20
deep brazilian pop,#659b2b,845,5844,101,155,43
swiss singer-songwriter,#799821,683,9836,121,152,33
kyrgyz pop,#ae8c05,931,15433,174,140,5
stockholm indie,#a38430,399,11018,163,132,48
industrial noise,#9f51b7,127,8125,159,81,183
czsk reggae,#be8009,1013,14282,190,128,9
idol,#988d0d,552,12293,152,141,13
indie rock peruano,#b2802a,421,13919,178,128,42
danish alternative rock,#b17b32,353,12171,177,123,50
muzica populara,#719920,599,3903,113,153,32
rogaland musikk,#94880c,615,10057,148,136,12
powwow,#83635c,821,8856,131,99,92
bangladeshi hip hop,#9d8d0b,1035,11738,157,141,11
rap pernambucano,#8b960d,1030,11297,139,150,13
japanese hardcore,#e73854,182,10169,231,56,84
funk pop,#bc8602,1170,15545,188,134,2
boston hip hop,#ab820f,993,10918,171,130,15
turkish hip hop,#a68814,1005,13100,166,136,20
southern hip hop,#aa8504,1065,14661,170,133,4
dirty texas rap,#a38207,1115,14853,163,130,7
tsukiuta,#bf7120,596,14076,191,113,32
musique pour enfants,#30a2a4,247,4914,48,162,164
pokemon,#888892,564,10798,136,136,146
grimewave,#b38291,970,16518,179,130,145
hamburg electronic,#ba869b,1170,18522,186,134,155
animal singing,#729354,1007,9442,114,147,84
lithuanian folk,#729660,731,10268,114,150,96
norwegian techno,#ac8fc8,1144,18151,172,143,200
eletronica underground brasileira,#ad8bc6,1167,17943,173,139,198
fourth world,#5294ae,367,6018,82,148,174
late romantic era,#269a8a,320,579,38,154,138
boeremusiek,#94937c,819,10244,148,147,124
doo-wop,#7a8206,705,5768,122,130,6
medieval rock,#bf7024,407,13821,191,112,36
rock-and-roll,#828012,774,5806,130,128,18
chamber folk,#4ea13c,469,4737,78,161,60
women's choir,#499136,280,2690,73,145,54
missouri indie,#898a21,536,8260,137,138,33
hurdy-gurdy,#ab7735,349,11106,171,119,53
early us punk,#d24e23,373,10354,210,78,35
lancaster pa indie,#8c8730,429,7831,140,135,48
kavkaz,#be7f0b,899,15520,190,127,11
musica baiana,#80941d,885,9714,128,148,29
audiophile vocal,#45a109,788,4561,69,161,9
rap tuga underground,#a0821f,1001,9822,160,130,31
english indie rock,#bb7816,385,14794,187,120,22
